lat,lon,pop
51.6167,-3.95,233047
23.1704,89.2,232769
40.4348,113.1565,232755
13.0869,109.3086,232386
28.7437,77.7628,232359
36.6778,-76.3024,232209
35.1614,138.6764,232006
50.8333,12.9167,231853
34.7936,126.3886,231797
40.9792,28.7214,231775
-5.0667,39.1,231642
-29.6839,-53.8069,231626
36.2167,57.6667,231602
18.8,79.45,231370
11.585,37.39,231260
41.1495,-8.6108,231198
10.4335,-66.8754,231075
5.8261,5.6536,231033
33.18,129.7156,230998
25.3867,97.3936,230940
41.6722,-70.3599,230865
38.0333,125.7167,230839
32.0833,34.8833,230810
36.8945,-76.259,230531
-34.7708,-58.6464,230427
42.4391,123.5426,230414
-6.4833,-76.3667,230376
25.2938,117.4148,230100
-22.0178,-47.8908,230000
56.1572,10.2107,229956
37.5265,-121.9852,229731
-19.4678,-42.5369,229548
39.6167,125.6667,229322
29.5908,120.8176,228975
23.6167,90.5,228857
26.9103,-101.4222,228848
46.1978,-119.1732,228720
39.7114,76.1753,228664
-19.1167,33.45,228436
34.675,33.0443,227997
-29.6778,-51.1308,227413
32.91,-96.6305,227411
32.8584,-96.9702,227322
50.6278,3.0583,227289
35.7333,139.7833,227239
45.5333,-73.5167,227184
51.4828,11.9697,226844
48.7167,21.25,226616
-30.0808,-51.0228,226539
36.2381,137.9719,226508
5.55,95.3175,226374
38.827,110.499,225801
-26.2547,28.4428,225705
4.85,100.7333,225673
13.8,8.9833,225628
23.6802,58.1825,225544
39.25,125.85,225454
48.9228,24.7106,225209
28.45,119.9167,225132
-34.7167,-58.2667,225118
27.7562,118.0267,225116
36.4669,52.3569,225049
25.5269,69.0111,225000
16.7667,94.7333,225000
55.6333,51.8167,224962
36.3276,-119.3269,224488
27.0046,49.646,224419
34.7661,135.6281,224329
28.5902,105.6946,224055
-25.8603,28.1894,224042
22.47,88.11,224013
39.3797,-74.4527,223898
35.4817,51.6803,223876
47.7,40.2333,223815
52.1317,11.6392,223757
13.9759,44.1709,223622
18.2167,42.5,223404
9.3,13.4,223360
44.898,82.0726,223322
-13.0167,14.6333,223159
32.6342,51.3667,223011
20.3817,-76.6428,223006
11.93,79.83,222943
21.6425,69.6047,222938
48.5076,34.6132,222594
33.8972,48.7514,222528
36.0807,-115.1369,222415
-8.1167,115.0833,222356
38.2669,-0.6983,222323
-22.3708,-41.7869,222226
4.4028,113.9933,222193
-3.2667,-79.9667,222192
37.1781,-3.6008,221881
7.9564,-11.74,221797
38.1936,15.5542,221715
51.4344,5.4842,221700
42.7491,-71.491,221530
18.4167,-70.1333,221123
-9.75,-36.65,221066
30.81,73.4597,220987
41.4333,2.2333,220813
38.8786,-77.1011,220786
25.8004,89.0,220762
25.8696,-80.3046,220612
39.9651,-76.7315,220570
33.2667,130.3,220389
49.2667,-122.9667,220279
14.7333,120.95,220253
-34.1654,-70.7398,220174
47.995,7.85,220174
35.9753,139.7525,220045
56.2333,43.45,219703
-22.2139,-49.9458,219680
56.152,101.633,219679
22.7,90.3667,219138
39.8112,98.2862,219006
-2.1733,-79.8311,218737
-23.0903,-47.2181,218718
6.1719,-75.5803,218653
22.7528,-102.5078,218520
35.9775,139.5933,218500
35.4394,51.5689,218410
19.2925,-99.6569,218400
11.0167,124.6167,218323
-38.9573,-68.0455,218153
-34.75,-58.3833,218008
-22.7389,-47.3308,217900
23.175,-102.8675,217891
0.9,108.9833,217827
51.229,58.4681,217728
18.1167,83.4167,217625
40.7912,-73.6688,217553
37.9881,-87.5341,217552
1.7156,44.7703,217537
-23.6039,-46.9189,217362
25.7725,73.3233,217274
64.4833,91.2333,217259
48.5103,32.2667,217244
35.7126,139.78,217135
-16.4708,-54.6358,217123
15.4833,-90.3667,217000
20.1383,-75.2061,216723
51.3333,6.5667,216637
19.3611,-99.3508,216600
59.73,30.65,216546
33.5606,35.3758,216505
-22.6528,-43.0408,216406
6.4489,3.3589,216365
22.7,72.87,216204
33.3858,-112.3236,215846
25.998,-97.4565,215819
41.8167,59.9831,215784
-7.75,113.2167,215677
-23.305,-45.9658,215400
14.8333,-91.5167,215243
-21.7939,-48.1758,215214
52.5667,103.9167,215193
8.17,77.43,215106
35.8333,10.6333,215029
-2.3496,29.74,215000
34.8114,135.3406,215000
19.85,-90.5306,214901
35.4333,139.3667,214823
41.5611,2.0081,214674
9.2833,105.7167,214605
-23.5489,-46.9342,214547
-18.1492,49.4023,214492
29.6804,76.97,214216
1.3667,99.2667,214152
35.2714,51.6511,214087
10.2604,13.2606,213977
55.9167,37.8167,213840
42.8679,130.3585,213835
61.4981,23.76,213698
40.7833,30.4,213610
50.2578,127.5364,213600
58.521,31.2758,213524
22.8711,113.0684,213055
31.7978,34.6503,213052
50.8096,19.1222,213016
19.8,85.8167,212967
21.5767,-78.2775,212935
-27.0958,-52.6178,212801
-26.107,28.0517,212474
10.8,79.15,212200
51.2981,37.835,212159
17.45,78.5,212100
41.1231,126.1815,211644
40.1833,29.0667,211369
-34.5167,-58.7667,211207
14.7167,-17.2667,211005
-22.1258,-51.3889,210729
-8.4728,13.3731,210720
-42.8806,147.325,210528
51.56,-1.78,210503
36.2917,139.3758,210452
49.5667,25.6,210440
-26.1847,-58.1758,210332
28.58,78.55,210273
8.5667,-10.1333,210053
48.1147,-1.6794,210000
-23.9,29.45,210000
41.5483,2.1075,209945
36.22,58.82,209840
51.4036,21.1567,209666
50.7478,25.3244,209639
40.5122,141.4883,209566
30.4271,-89.0703,209533
10.3353,-68.7458,209263
35.0211,50.3564,209230
35.7258,139.5386,209175
14.0833,121.1833,209170
19.2242,-70.5283,209080
44.2779,-88.3891,209070
32.7,51.5211,209061
31.4167,31.8214,209057
-9.4139,-40.5028,209003
49.0775,33.4239,209000
-14.7858,-39.28,208944
26.3,50.2167,208682
18.8942,-96.9347,208675
26.72,88.42,208669
37.1436,42.6819,208663
4.0847,-76.1986,208612
50.0,8.2667,208589
-22.8583,-47.22,208563
1.4472,125.1978,208500
22.9,88.42,208225
51.57,5.07,208100
-0.95,-80.7162,207904
37.145,127.0694,207860
0.1251,29.299,207604
13.4833,-88.1833,207557
43.36,-5.845,207489
32.3328,34.86,207327
-36.8271,-73.0503,207314
-22.7475,-42.8558,207127
19.9833,-102.2833,207098
47.5436,-122.7122,207057
6.1167,100.3667,207010
35.7425,-81.323,207000
51.8783,-0.4147,206682
47.2431,-122.4531,206674
38.2772,67.8872,206664
23.6167,58.5667,206575
53.2144,63.6246,206479
-3.4425,114.8325,206449
10.3105,105.7397,206257
7.9,125.0833,206069
37.9069,112.17,205870
53.8697,10.6864,205605
37.6,-0.9819,205603
54.8622,69.1408,205521
-29.76,-51.1469,205424
40.4667,71.7167,205399
14.2833,120.8667,205397
37.7556,128.8961,205333
34.1417,-117.2946,205294
10.1667,-66.8833,205164
31.3167,45.2833,205054
60.3,25.0333,204953
30.5852,-96.296,204846
36.4067,94.9006,204746
42.2749,-85.5882,204661
46.2,6.15,204338
50.4547,-104.6067,204215
34.1914,-118.8755,204068
10.2278,-67.3336,204001
31.1033,77.1722,204000
53.15,29.2333,203969
52.2304,-0.8938,203780
33.6833,-7.3833,203520
37.2785,-79.958,203454
27.778,120.6526,203342
50.9781,11.0292,203300
-19.4658,-44.2469,203219
34.0968,-117.4599,203108
11.3167,-5.6667,203081
-17.5103,-63.1647,203008
40.3333,-3.8667,202810
8.8858,-64.2611,202456
-20.1389,-44.8839,202401
-25.2919,-49.2239,202335
33.9244,-117.2045,202232
36.6817,-6.1378,202131
35.2,-0.6333,202105
4.0167,9.2167,201943
34.2492,132.5658,201818
45.4064,11.8778,201816
23.0436,-82.3328,201802
9.365,-79.875,201718
44.9386,26.0225,201635
51.4699,6.8514,201632
-28.6775,-49.3697,201546
57.8167,28.3333,201462
49.7956,30.1167,201447
36.3167,139.2,201329
42.8167,-1.65,201294
13.6167,123.1667,201191
42.503,27.4702,201178
40.6924,-73.3585,201048
36.9706,127.9322,201026
-3.8769,-38.6258,200974
5.5403,-73.3614,200915
7.8333,123.4333,200900
13.1333,123.7333,200827
7.0675,-73.8472,200815
4.7704,-6.64,200753
5.3631,100.4667,200680
20.6458,-105.2222,200585
6.8204,3.92,200538
23.2938,113.353,200526
54.0833,12.1333,200500
51.9,-8.4731,200490
10.4739,-66.5383,200393
7.3,125.6833,200370
44.0608,131.1187,200298
28.4667,-16.25,200289
52.413,-1.778,200212
5.35,5.5167,200198
35.5644,51.1647,200119
6.7804,79.88,200000
30.7005,121.0104,200000
37.2792,127.4425,200000
52.04,-0.76,200000
8.0,124.3,200000
10.4705,-68.0296,200000
31.2589,34.7978,200000
28.65,121.25,199974
27.0577,-82.1975,199961
52.3758,5.2256,199830
-3.2967,102.8617,199795
37.6,61.8333,199791
46.8652,-96.8292,199303
38.6969,-9.4206,199223
-36.7913,174.7758,199191
26.1667,32.7167,198713
10.3833,123.65,198612
22.3302,87.3237,198522
-36.849,174.543,198361
22.1086,95.1358,198309
10.369,77.9804,198283
-6.8242,37.6633,198239
44.515,-87.9896,198056
24.9439,121.2161,197953
29.0667,31.0833,197885
-14.55,40.6833,197757
-35.4269,-71.6656,197705
-1.0544,-80.4544,197662
36.0987,-115.2619,197545
48.3,14.2833,197446
45.6503,13.7703,197400
15.9281,120.3489,197347
35.7285,139.4774,197340
34.7867,135.4056,197233
10.9375,108.1583,197228
-5.9475,29.1947,197216
35.6833,139.5594,196959
38.8333,-9.1667,196954
34.85,5.7333,196856
25.0,88.15,196745
32.0807,34.8338,196627
55.9167,37.7333,196623
35.8561,139.9025,196515
15.5,80.05,196409
-6.1667,39.2,196406
44.1447,125.8443,196367
36.4611,52.8606,196283
35.1988,-101.8311,196196
16.7117,81.1031,196127
12.5833,-16.2667,195982
0.7833,127.3667,195971
29.7204,113.88,195891
15.78,-86.7878,195805
35.7225,140.0997,195687
30.15,72.6833,195673
-29.9532,-71.338,195637
40.9833,27.5167,195633
-5.9158,-35.2628,195552
43.6773,-70.2715,195494
53.2167,6.5667,195398
52.5167,85.1667,195382
50.4167,4.4442,195307
57.15,-2.11,195250
29.2167,119.4722,195223
10.6,-66.9331,195222
-15.8667,27.7667,195136
24.8333,121.0,195136
20.5333,-97.45,195022
53.0167,18.6167,194934
0.9188,104.4554,194882
51.3158,9.4979,194786
9.7004,1.68,194765
22.03,88.06,194543
25.6969,32.6422,194500
3.3,117.6333,194461
34.4285,-119.7202,194460
29.6804,-82.3458,194274
20.9667,-76.95,194193
55.6814,37.8939,194000
35.4681,133.0486,193936
50.3,19.1667,193931
-18.4784,-70.3211,193832
32.6604,14.26,193830
-11.1083,-77.6083,193781
28.45,77.02,193774
33.2342,-8.5228,193761
-7.1644,-78.5106,193501
40.8522,-73.3824,193325
22.25,-97.8333,193190
31.5938,64.3716,193144
13.1906,8.2117,193048
28.2769,68.4514,193000
36.8403,-2.4681,192876
47.53,21.6392,192757
40.3097,36.5542,192680
16.6171,-7.25,192676
44.8479,65.4999,192644
47.0417,-122.8959,192571
10.2333,-67.8833,192315
65.0142,25.4719,192233
35.9302,64.7701,191897
33.1555,-96.8215,191605
9.9833,122.8167,191346
-34.7,-58.5833,191299
40.9466,-73.8674,191260
-22.4108,-47.5608,191210
41.5495,-72.0882,191167
28.4,77.85,191037
32.7604,12.72,190972
-10.1996,31.1799,190712
15.8833,-87.95,190709
32.88,-6.9,190696
5.03,118.34,190670
37.4667,57.3333,190598
52.63,1.297,190429
24.1,88.25,190400
50.6397,5.5706,190289
44.7667,17.1833,190184
34.1818,-118.2468,190139
33.696,-118.0025,190047
40.4181,17.2408,189889
28.1277,121.2288,189876
-3.4135,114.8365,189800
22.7,85.63,189742
10.0889,-68.0922,189652
-29.99,-51.0839,189614
28.905,-81.2137,189547
49.1667,-123.1333,189333
32.0167,34.7667,189177
40.4818,-3.3643,189038
3.25,19.7667,188853
47.0722,21.9211,188834
42.5404,129.0039,188801
32.3394,-6.3608,188800
22.7,88.45,188746
41.7637,-88.2901,188687
21.3,76.2267,188654
17.25,80.15,188614
28.7833,76.1333,188463
34.4167,132.7333,188376
-9.9294,-76.2397,188276
-5.25,14.8667,188243
0.5167,35.2833,188233
35.6714,139.395,188224
5.0247,-74.0014,188118
-32.035,-52.0989,188102
53.8833,86.7167,188084
42.3444,130.3844,188082
40.2833,-3.8,188038
23.22,72.68,188015
45.5389,10.2203,188003
39.9667,125.1667,187900
26.5606,31.6917,187854
9.5597,-69.2019,187762
22.9,88.39,187653
18.4572,-69.3061,187604
44.8015,10.328,187503
7.8833,-11.1833,187323
13.2804,-16.6599,187302
34.8822,136.5842,187300
6.5,124.85,187291
18.8167,-98.95,187270
41.5507,69.6807,187262
37.1803,38.8111,187239
33.3881,-111.9318,187215
11.1333,39.6333,187144
14.0833,121.15,187083
-29.9027,-71.252,186960
38.887,-94.687,186653
28.9667,50.8333,186611
43.8808,11.0966,186262
-7.345,20.8198,186227
37.0078,127.2797,186099
46.95,142.7333,186051
43.8667,-79.4333,186034
17.55,-99.5,186027
0.5411,123.0594,185900
21.0178,-101.2567,185633
52.5725,-0.2431,185626
32.6872,-97.0209,185273
-17.8764,36.8872,185270
35.4,8.1167,185129
36.1472,139.3886,185128
7.894,-67.473,185082
29.3375,47.6581,185010
16.7333,77.9833,185000
-34.9333,-57.95,184991
14.7189,-90.6442,184835
34.1781,131.4739,184826
2.05,102.56,184755
19.75,-72.2,184700
43.45,-79.6833,184501
36.1785,-115.049,184484
-32.9167,-68.8333,184463
36.5211,46.2089,184428
41.4,128.1833,184231
50.8725,20.6319,184184
-21.2089,-50.4328,184182
-1.2969,-47.9219,183996
9.0436,-69.7489,183965
31.5598,-97.1881,183875
51.5761,0.4886,183873
40.9819,28.64,183767
40.3281,-3.7644,183612
-7.63,111.5231,183378
14.3,121.0,183373
10.5388,122.8384,183350
9.3206,-70.6078,183314
50.72,-1.88,183314
-7.6406,112.9065,183164
45.0,41.1167,183095
-7.0,23.45,183001
52.039,47.7839,182819
43.32,-1.98,182747
37.8481,27.8453,182731
-7.8672,112.5239,182701
21.1382,105.505,182581
34.9667,137.0833,182548
36.6884,-121.6317,182444
8.1575,125.1278,182437
-23.5411,-46.3689,182387
-22.7539,-47.4139,182237
-15.1833,13.7,182218
35.2647,139.1522,182211
34.4667,135.3667,182112
28.3006,70.1302,182082
58.05,38.8333,182000
39.65,125.3333,181842
-20.8489,-41.1128,181734
15.5204,78.48,181709
51.3594,7.475,181639
-19.5833,-65.75,181600
7.3214,13.5839,181494
13.9125,100.4978,181447
41.5583,-73.0361,181409
9.34,2.62,181216
35.2175,106.6545,181174
-18.9728,32.6694,181131
23.9,90.7167,181115
41.5503,-8.42,181000
9.5667,-69.2167,181000
6.75,125.35,180995
22.4122,-83.6719,180766
36.5695,-87.342,180728
35.0956,138.8636,180523
25.6167,88.1167,180475
37.9312,32.4996,180460
35.7139,139.4079,180362
-3.462,104.2229,180307
-23.0069,-44.3178,180302
19.3,-70.25,180279
-3.6856,-40.3442,180213
30.5333,120.6833,180200
60.4517,22.27,180180
10.4717,-66.5406,180144
-20.2141,-70.1524,180130
27.15,-13.2,180063
41.9665,-91.6782,180000
35.6667,138.5667,179951
10.2558,-67.9539,179931
32.1669,13.0167,179915
22.75,88.3667,179913
35.5011,134.235,179773
40.6723,129.2027,179626
37.15,138.2333,179528
43.5397,-96.732,179455
12.0667,124.6,179349
40.9679,29.2666,179346
35.6833,10.1,179301
-22.8789,-42.0189,179292
16.6805,33.42,179233
37.94,40.19,179225
30.55,31.0,178967
11.7704,34.35,178921
40.2833,69.6167,178915
49.2628,4.0347,178900
40.1667,94.6833,178651
38.4109,-82.4344,178649
23.6,72.4,178638
44.6458,10.9257,178469
37.5947,127.1428,178334
40.3047,-3.7311,178186
0.0722,42.7506,178102
51.5875,4.775,178020
47.5606,7.5906,177900
35.5833,53.3833,177827
50.0549,72.9646,177796
34.8268,137.3759,177659
-28.2628,-52.4069,177603
4.0904,30.68,177428
34.0393,-117.6064,177344
25.8519,98.8562,177303
37.05,41.2167,177253
39.6401,-77.7217,177112
35.7225,50.9883,177081
35.6667,139.7667,177022
42.1168,-80.0733,176931
45.6366,-122.5967,176783
43.5845,-116.5631,176688
-38.15,144.35,176685
-21.4333,47.0833,176571
-7.3667,108.5333,176500
11.4189,-9.1644,176428
64.5667,39.85,176424
31.8186,75.2028,176198
50.05,22.0,176139
21.02,75.83,176030
-26.9078,-48.6619,176000
63.44,10.4,175961
-9.1444,18.0464,175805
43.6525,51.1575,175742
43.3192,21.8961,175700
27.5742,81.5958,175605
35.6808,140.0267,175599
53.7167,91.4167,175518
43.3167,-79.8,175478
52.4,13.0667,175457
-3.7857,119.6522,175288
12.9667,124.0,175255
-22.2208,-54.8058,175219
34.9437,-81.9257,175136
37.8364,32.4383,175053
45.2692,27.9575,175000
35.2494,-81.1853,175000
38.75,-9.2333,174994
26.1412,-80.1464,174990
34.8808,135.7794,174775
-22.2819,-42.5308,174531
26.1505,75.79,174515
38.1144,15.65,174349
-34.7679,-58.2133,174302
38.5503,44.9519,174183
29.4904,75.03,174051
24.25,89.92,174051
25.7333,82.6833,174030
4.8361,-75.6761,173977
53.9583,-1.0803,173959
53.0167,158.65,173903
11.5643,108.9886,173882
6.5573,3.9912,173877
20.1444,92.8969,173849
22.62,88.42,173676
7.6667,36.8333,173599
5.18,97.1506,173591
11.5833,122.75,173531
11.5204,7.32,173502
8.0931,-76.7283,173403
17.6483,95.4679,173329
-29.4131,-66.8558,173260
13.55,78.5,173256
-3.0,120.2,173216
-13.1631,-74.2244,173089
6.2,-1.6833,172929
51.8475,5.8625,172915
32.4767,-114.7625,172826
9.5004,76.37,172781
-5.85,13.05,172722
35.3667,1.3167,172709
33.2667,35.2,172657
49.2333,7.0,172605
-6.54,107.44,172589
42.77,129.4197,172557
43.51,16.45,172466
-14.7889,-39.0489,172433
43.1258,5.9306,172424
-26.8667,26.6667,172321
41.4409,-82.184,172305
-22.5439,-44.1708,172298
47.6502,132.503,172294
35.8492,-86.4119,172221
35.9907,-79.9938,172120
51.6667,7.8167,172073
5.8372,-5.3572,172065
-21.5317,-64.7311,171995
31.1249,33.8006,171944
28.9008,120.0284,171847
35.6536,139.9017,171793
9.0804,6.01,171644
50.3011,18.6498,171515
-5.0667,-81.1,171471
24.9575,121.2989,171108
37.1051,-76.5185,171107
-19.25,146.8167,170925
4.4667,97.95,170921
16.043,120.334,170876
19.8178,-97.3667,170817
17.0197,54.0897,170800
-7.3389,110.5022,170660
41.1867,-8.6844,170391
-37.7833,175.2833,170282
32.8664,59.2211,170280
23.6236,102.8097,170237
19.4167,-98.9,170223
12.9204,79.15,170009
36.7511,5.0642,170000
34.1248,-117.5666,170000
69.3333,88.2167,170000
22.74,88.37,169995
-10.855,-37.1258,169953
53.1167,25.9833,169947
19.2833,-98.4333,169929
35.3197,139.5525,169892
33.7341,-116.9969,169868
24.9167,121.15,169828
18.2,-73.75,169786
21.9833,-99.0167,169749
43.4628,-3.805,169736
11.01,29.7,169733
37.943,23.6469,169540
-19.3987,-40.0651,169466
18.6333,-91.8333,169383
17.7866,95.7507,169366
50.3,18.7833,169264
38.6803,-9.1583,169221
49.7414,13.3825,169158
16.0333,-16.5,169059
-17.7978,-50.9278,169028
36.9789,-122.0346,168992
30.3342,-9.4972,168909
16.2511,-92.1342,168766
41.4016,-73.471,168482
33.7844,-112.2989,168470
55.6031,37.7331,168393
38.697,-9.3017,168346
-12.4167,13.5333,168243
41.2583,31.425,168210
33.2247,-117.3083,168180
9.32,42.15,168121
42.3408,-3.6997,168027
36.665,65.752,167986
22.8667,88.3833,167978
53.78,20.4942,167900
11.75,79.75,167874
21.3564,-101.9292,167865
37.3919,46.2392,167820
3.3283,99.1625,167636
40.35,-3.8333,167446
45.4347,4.3903,167371
18.5036,-88.3053,167328
29.47,55.73,167236
15.0667,120.7167,167095
49.4811,8.4353,166867
38.416,-121.3842,166774
53.1667,48.4667,166667
10.6722,-63.2403,166494
14.9333,120.6,166480
-16.2528,-47.95,166334
12.4333,-86.8833,166261
15.82,80.35,166100
18.4487,-95.2126,166000
39.7767,30.5206,165976
39.9831,-0.0331,165880
23.0236,114.0927,165763
49.8225,19.0444,165699
28.7,-100.5231,165688
30.4628,31.1797,165684
37.075,36.25,165683
50.347,18.923,165627
41.8471,126.9301,165456
20.9516,107.0852,165456
24.6561,84.4356,165401
26.0128,-80.3382,165396
34.8828,-1.3167,165376
36.6,140.65,165264
-2.95,25.9167,165258
32.8639,51.5475,165185
49.49,0.1,165006
38.1133,-122.2358,165000
6.2167,125.0667,164981
-8.195,114.3696,164937
38.9956,-1.8558,164924
17.9,77.55,164834
15.1458,120.9783,164748
19.3833,-70.5167,164746
51.4275,6.8825,164685
-17.4042,-66.0408,164653
44.7,10.6333,164646
44.3711,-79.6769,164435
55.8167,37.3333,164384
14.1389,-16.0764,164310
35.3681,132.755,164292
14.95,120.9,164270
35.7933,139.5653,164212
9.7833,125.4833,163991
-23.2817,-46.7425,163970
33.7787,-117.9601,163838
47.5167,42.15,163812
28.405,-106.8667,163746
33.5869,71.4414,163688
7.7306,8.5361,163442
56.4,61.9333,163388
36.0164,-115.2208,163318
-3.9906,-79.205,163268
42.3372,-122.8537,163268
7.76,-8.83,163257
43.8,131.95,163200
35.7239,140.2239,163067
15.3249,120.6554,163045
-3.3953,29.1378,163000
42.6341,141.6055,163000
17.9667,-76.8667,162981
16.1875,81.1389,162949
36.0667,4.7667,162902
34.2942,48.82,162877
35.782,-78.8191,162873
2.0336,103.3194,162797
47.4222,40.0939,162725
33.96,10.0,162704
34.8667,137.0667,162666
48.0809,-122.1561,162511
-33.2994,-66.3392,162434
-41.4718,-72.9396,162427
33.8616,-117.5649,162312
22.4333,87.3333,162180
53.1439,8.2139,161949
24.6728,102.9149,161925
32.5005,20.83,161909
36.7817,126.4522,161868
29.178,-82.1511,161799
59.8498,17.6389,161726
41.15,-8.5333,161612
24.9004,89.95,161596
10.2003,-67.5514,161584
53.3917,-2.5972,161555
34.2,74.34,161528
38.2992,-77.4872,161439
36.3147,139.8003,161413
-1.2417,-78.6197,161343
40.1711,126.2758,161323
36.765,45.721,161156
-23.7172,-46.8494,161097
-23.6228,-46.5508,161069
-25.6667,27.2336,161037
19.102,108.6391,161034
55.1667,59.6667,161000
52.3803,4.6406,160997
38.25,21.7333,160987
11.5442,-72.9069,160901
-13.7667,15.0833,160791
17.6167,121.7167,160722
-25.395,-51.4578,160665
34.2903,-83.8301,160614
-23.2642,-47.2992,160403
25.8804,80.8,160325
32.03,44.4,160308
7.297,80.6385,160257
18.3431,105.9058,160225
-28.7386,24.7586,160219
16.243,80.64,160214
34.7178,137.8514,160207
-0.3603,42.5489,160181
41.6781,26.5594,160152
36.7541,137.0257,160115
35.1667,-2.9333,160114
36.8667,6.9,160000
44.4196,84.9012,160000
45.1715,5.7224,160000
52.2789,8.0431,159878
43.1121,12.3888,159775
18.8833,-99.1667,159760
13.3322,74.7461,159703
43.9,-78.85,159445
55.7075,21.1428,159443
2.9667,99.8,159428
42.9236,143.1967,159400
7.1917,124.5333,159360
51.0333,6.9833,159300
35.3747,139.2203,159207
42.9833,144.3833,159203
35.9333,36.6333,159139
27.63,80.75,159130
31.6333,-2.2,159115
12.8308,79.7078,159074
14.73,78.55,159074
22.1456,-80.4364,158954
36.25,46.2736,158918
23.2881,116.2594,158777
44.1523,87.9793,158756
7.05,124.6667,158741
32.07,34.8235,158599
-32.8494,27.4381,158544
43.3019,68.2692,158509
53.645,-1.7798,158508
-12.4667,14.1333,158508
-36.6067,-72.1033,158472
29.3333,48.0,158386
55.4004,10.3833,158371
31.802,74.255,158298
5.6667,-0.0167,158269
-5.1167,105.3,158253
-27.6167,152.7667,158222
-23.5917,-48.0531,158218
21.4618,95.3914,158142
-10.7311,15.0003,158124
-22.4119,-42.9658,158121
29.3242,-100.9317,158024
37.8944,127.1992,158010
20.8504,72.92,157935
-2.5619,-44.0539,157934
7.7,27.9833,157863
33.9517,131.2467,157820
30.0703,71.1933,157804
33.705,8.965,157701
40.1167,67.85,157650
22.7807,100.9782,157615
19.2693,-98.4283,157575
43.3494,17.8125,157532
14.3167,120.7667,157474
13.45,22.44,157394
23.267,113.2304,157352
30.5589,49.1981,157298
42.9848,-71.4447,157196
22.7772,73.6203,157016
9.4333,-64.4667,157000
-4.9039,-80.6853,156902
35.7178,139.5661,156863
51.4542,-0.9731,156854
44.85,20.4,156787
13.9667,121.5333,156727
18.1,-96.1167,156540
14.2917,-89.8958,156522
28.03,79.09,156374
13.2,79.1167,156333
-26.1883,28.3206,156321
36.5656,128.725,156286
31.4175,46.1772,156181
30.4,56.0,156164
27.2578,33.8117,156056
0.1333,117.5,156000
20.0833,-98.3667,155998
-9.3,14.9167,155959
52.21,5.97,155909
55.8,38.45,155693
-13.8578,-40.0839,155499
17.4833,106.6,155460
23.4,88.5,155389
45.4,-71.9,155383
7.0083,125.0894,155259
-34.5333,-58.7167,155140
20.4478,-97.32,155134
14.55,44.4017,155129
-34.8333,-58.5167,155117
51.55,0.71,155115
-20.0219,-44.0589,155079
51.1667,7.0833,155054
46.8511,83.1488,155038
45.7667,4.8803,155021
18.3793,-66.1635,154992
-22.9189,-46.5425,154879
38.1522,114.5771,154838
-22.9239,-45.4617,154817
52.2236,6.8956,154793
7.0731,-73.1681,154743
47.3167,5.0167,154706
33.3333,69.9167,154657
12.25,-2.3667,154600
49.8667,8.65,154574
19.1167,-72.7,154508
20.7833,96.9667,154495
46.1667,21.3167,154468
37.0667,37.3833,154425
28.6453,70.6567,154326
-12.0139,-76.825,154311
-33.3333,-60.2167,154305
49.4122,8.71,154262
31.7197,131.0617,154235
14.8667,120.95,154106
48.7208,37.5556,154093
38.6333,-9.0833,154037
43.55,10.3167,154035
32.3256,50.8644,154019
51.7298,75.3266,153918
7.0167,100.4667,153915
46.25,20.1667,153861
-28.4686,-65.7792,153796
41.4667,69.5833,153706
28.4853,-16.3167,153696
9.35,42.8,153565
40.1144,-88.2735,153532
38.8185,-77.0861,153508
-33.9667,22.45,153279
51.5426,7.219,153267
44.4161,12.2017,153197
35.7547,139.4686,153184
37.6328,-122.0772,153181
21.6948,72.9805,153178
35.3594,136.6128,153159
25.88,86.6,153062
19.7958,-70.6944,153047
22.9839,113.0139,153000
-14.8167,14.5167,152984
10.95,123.3,152960
10.7,105.1167,152948
41.445,-8.2908,152909
52.15,5.38,152894
34.5781,136.5275,152783
31.52,75.98,152759
34.194,43.875,152703
16.7367,-92.6383,152610
39.771,-89.6538,152596
17.1333,121.8833,152435
-34.7167,-58.6167,152393
37.8714,32.4847,152300
-33.123,-64.3478,152227
-25.7684,29.4783,152143
47.4736,-0.5542,152076
15.3167,-88.0167,152051
31.1487,72.6866,152000
-17.535,-39.7419,151934
39.6977,-105.1168,151910
-8.0219,-34.9808,151856
40.399,-86.8594,151834
37.3447,126.9683,151827
10.5333,123.9333,151777
-22.4624,-68.9272,151691
23.0701,113.8693,151677
47.7972,13.0477,151625
32.5861,73.4917,151472
2.7833,27.6167,151420
36.1528,5.69,151372
26.7646,114.3093,151349
41.6458,41.6417,151227
36.1647,1.3317,151184
28.1667,-110.6667,151037
32.2689,75.6497,151002
41.1833,28.7333,150999
39.4336,-77.4141,150917
-27.8158,-50.3258,150833
44.8667,24.8833,150827
10.4167,123.9667,150808
37.5392,127.2147,150804
15.3312,120.5898,150695
28.0408,82.4861,150673
23.5239,77.8061,150659
21.0065,107.2726,150623
0.95,-79.6667,150610
32.5592,36.0069,150580
34.9893,137.0021,150506
30.2012,-93.2122,150484
31.8831,-102.3406,150458
39.2167,9.1167,150197
52.4697,4.7767,150138
36.3964,140.5344,150129
40.9833,37.8833,150100
17.05,79.27,150054
-5.0939,-42.8369,150048
33.2348,-87.5267,150012
10.16,-67.5582,150000
